common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,Mt Kenya,MTKE,Kenya
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,Mt Kenya,MTKE,Kenya
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mt Kenya,MTKE,Kenya
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mwea,MTKE,Kenya
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mt Kenya,MTKE,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Timau,MTKE,Kenya
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Mt Kenya,MTKE,Kenya
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Mt Kenya,MTKE,Kenya
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Mt Kenya,MTKE,Kenya
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Mt Kenya,MTKE,Kenya
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Mt Kenya,MTKE,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mt Kenya NP HQ,MTKE,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mt Kenya NP HQ,MTKE,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mt Kenya,MTKE,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mt Kenya,MTKE,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mt Kenya,MTKE,Kenya
Suni antelope,Neotragus moschatus,Artiodactyla,Bovidae,Neotragini,Neotragus ,moschatus ,Neotragini,Mt Kenya - Nairobi R,MTKE,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Mt Kenya - Nairobi R,MTKE,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Mt Kenya - Nairobi R,MTKE,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Embu,MTKE,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Embu,MTKE,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Mt Kenya - Nairobi R,MTKE,Kenya
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Elburgon,MTKE,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Nakuru NP shoreline,NAKG,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Nakuru NP shoreline,NAKG,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP shoreline,NAKG,Kenya
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,Nakuru NP shoreline,NAKG,Kenya
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,Nakuru NP shoreline,NAKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP shoreline,NAKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP shoreline,NAKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Nakuru NP shoreline,NAKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Nakuru NP shoreline,NAKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nakuru NP shoreline,NAKG,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Nakuru NP shoreline,NAKG,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Kitengela,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Kitengela,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kitengela,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kitengela,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kitengela,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kitengela,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kitengela,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Kapiti,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Nairobi NP,NBNP,Kenya
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Nairobi NP,NBNP,Kenya
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Kitengela,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros ,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nairobi NP,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nairobi NP,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kitengela,NBNP,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Kitengela,NBNP,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Nairobi NP,NBNP,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Nairobi NP,NBNP,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Nairobi NP,NBNP,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Langata,NBNP,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Kitengela,NBNP,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nairobi NP,NBNP,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Nairobi NP,NBNP,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Limuru,NBNP,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Kikuyu,NBNP,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Kijabe,NBNP,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Nairobi NP,NBNP,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Nairobi NP,NBNP,Kenya
Bohar reedbuck,Redunca redunca,Artiodactyla,Bovidae,Reduncini,Redunca,redunca,Reduncini,Nairobi NP,NBNP,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Nairobi NP,NBNP,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Nairobi NP,NBNP,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Nairobi NP,NBNP,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Nairobi NP,NBNP,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Nairobi NP,NBNP,Kenya
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Ngong,NBNP,Kenya
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Ngong,NBNP,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Marula Ranch,RFTV,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Nakuru NP,RFTV,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Elmenteita,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros ,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Nakuru NP,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Nakuru NP,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kigio,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Soysambu,RFTV,Kenya
